City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,tionk essil,12.7856,-16.5217,22.69,59,0,2.63,SN,1736469031
290,tarfaya,27.9358,-12.9218,17.99,74,100,5.93,MA,1736469033
291,mandalgovi,45.7625,106.2708,-20.37,81,100,0.58,MN,1736469034
292,narasannapeta,18.4167,84.05,16.64,80,0,2.19,IN,1736469035
293,sinjai,-5.1241,120.253,27.78,74,100,0.37,ID,1736469036
294,isangel,-19.55,169.2667,29.06,61,40,3.09,VU,1736469037
295,polyarnyy,69.1989,33.4478,-6.88,95,100,5.19,RU,1736469038
296,shimoda,34.6667,138.95,4.72,44,2,4.91,JP,1736469040
297,colonia,50.9333,6.95,1.65,89,75,4.63,DE,1736468763
298,puerto lempira,15.2667,-83.7667,26.08,78,40,3.6,HN,1736469042
299,kirakira,-10.4544,161.9205,28.75,79,98,4.16,SB,1736469043
300,pyt-yakh,60.7499,72.8582,-7.24,94,100,6.53,RU,1736469044
301,artigas,-30.4,-56.4667,28.31,39,63,7.17,UY,1736469046
302,fontanka,46.5626,30.8607,7.52,99,66,5.51,UA,1736469048
303,ad dawadimi,24.5077,44.3924,7.64,62,100,4.2,SA,1736469049
304,sao joao da barra,-21.6403,-41.0511,22.82,88,100,7.84,BR,1736469050
305,griffith,41.5284,-87.4237,-5.82,73,0,5.14,US,1736469051
306,miandrivazo,-19.5167,45.4667,28.5,68,99,0.73,MG,1736469052
307,tutoia,-2.7619,-42.2744,26.98,83,97,5.45,BR,1736469055
308,mil'kovo,55.6078,37.7956,-0.39,95,98,4.68,RU,1736469056
309,cabedelo,-6.9811,-34.8339,28.37,83,13,4.9,BR,1736469057
310,vernon,50.2581,-119.2691,2.64,77,100,4.92,CA,1736469058
311,nogliki,51.8333,143.1667,-14.92,81,94,5.22,RU,1736469061
312,acarau,-2.8856,-40.12,26.72,82,56,6.06,BR,1736469062
313,newman,37.3138,-121.0208,15.02,62,0,0.45,US,1736469063
314,bom jesus,-9.0744,-44.3586,23.36,93,100,0.75,BR,1736469064
315,chibougamau,49.9168,-74.3659,-9.21,92,100,4.63,CA,1736469065
316,freetown,8.484,-13.2299,25.59,87,100,1.68,SL,1736469067
317,cozumel,20.5083,-86.9458,22.04,78,75,2.06,MX,1736468892
318,pajok,3.8651,32.4821,22.65,36,100,1.43,SS,1736469069
319,hithadhoo,-0.6,73.0833,26.89,79,100,3.92,MV,1736469070
320,yuzhno-kurilsk,44.0306,145.8556,0.24,69,100,2.12,RU,1736469071
321,kosh-agach,50.0,88.6667,-23.57,100,98,0.45,RU,1736469072
322,lipetsk,52.6031,39.5708,1.43,84,100,3.46,RU,1736469074
323,ust'-kulom,61.6864,53.6902,-9.01,84,55,5.07,RU,1736469075
324,thinadhoo,0.5333,72.9333,27.39,75,100,2.82,MV,1736469076
325,zhanaozen,43.3,52.8,-1.85,59,0,5.82,KZ,1736469077
326,arta,39.1606,20.9853,12.05,91,100,1.22,GR,1736469078
327,tabou,4.423,-7.3528,26.69,80,95,2.3,CI,1736469079
328,tavda,58.0425,65.2726,-0.54,93,98,6.62,RU,1736469080
329,demba,-5.51,22.2667,20.97,88,100,0.36,CD,1736469082
330,boryeong,36.3493,126.5977,-3.28,83,95,4.01,KR,1736469083
331,bemidji,47.4736,-94.8803,-2.12,100,75,2.57,US,1736469085
332,fort bragg,35.139,-79.006,-0.67,50,0,1.54,US,1736469087
333,nadym,65.5333,72.5167,-13.31,94,100,13.24,RU,1736469088
334,cidade velha,14.9167,-23.6167,22.62,69,0,3.74,CV,1736469089
335,porto novo,6.4965,2.6036,27.9,83,19,2.44,BJ,1736468891
336,luderitz,-26.6481,15.1594,16.97,82,7,6.27,NA,1736469091
337,novaya igirma,57.1334,103.9112,-16.44,98,100,1.21,RU,1736469092
338,bidar,17.9,77.55,14.74,81,36,3.0,IN,1736468917
339,brookings,44.3114,-96.7984,-0.46,75,100,8.23,US,1736468863
340,sao felix do xingu,-6.6447,-51.995,22.69,98,100,0.41,BR,1736469096
341,nezhinka,51.7676,55.3694,-3.91,100,100,3.0,RU,1736469097
342,puerto baquerizo moreno,-0.9,-89.6,23.92,87,99,3.65,EC,1736468934
343,springfield,37.2153,-93.2982,-0.99,75,100,3.6,US,1736468871
344,kolonia,50.9333,6.95,1.36,87,75,4.63,DE,1736469101
345,tevriz,57.509,72.4042,-3.12,91,100,5.97,RU,1736469102
346,ascencion,31.1,-107.9833,0.98,87,100,6.52,MX,1736469103
347,inhambane,-23.865,35.3833,27.04,88,18,5.64,MZ,1736469104
348,yung shue wan,22.2333,114.1167,13.15,47,7,0.45,HK,1736469105
349,tubarjal,30.4999,38.216,8.0,64,0,4.69,SA,1736469107
350,uacu cungo,-11.3634,15.1208,14.89,97,35,0.6,AO,1736469108
351,nouadhibou,20.931,-17.0347,19.99,42,0,5.14,MR,1736469109
352,chefchaouene,35.1688,-5.2636,11.33,88,19,0.99,MA,1736469111
353,raduzhny,62.0961,77.475,-14.22,89,100,7.81,RU,1736469113
354,sortavala,61.7053,30.6918,-5.62,96,100,2.77,RU,1736469114
355,bangassou,4.7413,22.8184,20.56,36,40,1.66,CF,1736469115
356,al jawf,29.5,38.75,8.12,62,0,4.99,SA,1736469116
357,at taj,24.2049,23.2857,9.19,64,0,3.82,LY,1736469117
358,strezhevoy,60.7333,77.5889,-13.99,95,100,7.81,RU,1736469119
359,dera bugti,29.0307,69.151,12.07,23,0,2.97,PK,1736469120
360,alliance,40.9153,-81.1059,-9.51,77,6,2.53,US,1736469012
361,koniecpol,50.7747,19.689,3.09,91,100,12.61,PL,1736469122
362,aliquippa,40.6367,-80.2401,-6.88,68,0,2.57,US,1736469124
363,runing,33.0011,114.3542,-0.53,25,10,1.99,CN,1736469125
364,manta,-0.95,-80.7333,24.88,83,20,4.63,EC,1736469126
365,parnamirim,-5.9156,-35.2628,27.94,78,40,3.6,BR,1736469127
366,tlapa de comonfort,17.55,-98.55,20.98,63,6,3.05,MX,1736469128
367,kerikeri,-35.2268,173.9474,19.43,77,99,2.85,NZ,1736469129
368,shirgaon,19.7,72.7,21.09,50,100,1.8,IN,1736469130
369,saint clair,38.55,-89.9168,-3.38,87,100,3.34,US,1736469132
370,kurumkan,54.3,110.3,-23.52,91,28,1.59,RU,1736469133
371,crane,31.3974,-102.3501,5.48,53,8,3.15,US,1736469134
372,blankenberge,51.3131,3.1323,4.41,72,58,0.89,BE,1736469135
373,rio grande,-32.035,-52.0986,21.48,75,0,6.89,BR,1736469019
374,tlahualilo de zaragoza,26.1167,-103.45,11.95,54,100,1.13,MX,1736469137
375,harper,4.375,-7.7169,26.45,81,98,2.95,LR,1736469138
376,castro-urdiales,43.3829,-3.2204,11.58,87,81,2.67,ES,1736469139
377,ostersund,63.1792,14.6357,-8.75,92,100,2.06,SE,1736469141
378,gobabis,-22.45,18.9667,22.81,30,39,4.01,NA,1736469142
379,tazovsky,67.4667,78.7,-20.12,96,100,6.84,RU,1736469135
380,hvardiiske,45.1209,34.0185,9.39,78,0,2.17,UA,1736469144
381,cadale,2.7603,46.3222,24.5,78,77,9.04,SO,1736469145
382,yeniseysk,58.4497,92.1703,-13.99,94,100,2.44,RU,1736469146
383,elliot lake,46.3834,-82.6331,-12.71,78,14,0.67,CA,1736469144
384,sragen,-7.4264,111.0222,25.48,86,100,1.13,ID,1736469149
385,bel ombre,-4.6167,55.4167,25.91,100,75,2.06,SC,1736469150
386,marsa alam,25.0757,34.8918,17.75,63,0,3.12,EG,1736469151
387,ilukste,55.9775,26.2966,1.42,99,100,3.56,LV,1736469152
388,medicine hat,50.0501,-110.6683,-3.76,80,0,2.57,CA,1736469154
389,puerto leguizamo,-0.1934,-74.7819,24.86,80,100,0.33,CO,1736469155
390,chonchi,-42.6128,-73.8092,9.56,75,0,1.42,CL,1736469151
391,quthing,-30.4,27.7003,20.35,48,34,1.47,LS,1736469157
392,hammerfest,70.6634,23.6821,-9.75,73,2,1.03,NO,1736469158
393,mount gambier,-37.8333,140.7667,30.66,25,77,2.39,AU,1736469159
394,pacific grove,36.6177,-121.9166,16.9,67,0,2.68,US,1736469160
395,ndago,-4.6,34.35,16.39,94,41,0.94,TZ,1736469162
396,watsa,3.0372,29.5355,17.3,47,100,0.89,CD,1736469164
397,la ronge,55.1001,-105.2842,-16.86,78,20,1.54,CA,1736469165
398,mount pearl,47.5166,-52.7813,-0.38,90,100,7.2,CA,1736469166
399,wanning,18.8003,110.3967,19.24,66,56,6.14,CN,1736469167
400,qarauyl,48.9451,79.255,-9.86,65,95,3.89,KZ,1736469169
401,ban na san,8.8004,99.3637,23.84,84,100,1.4,TH,1736469170
402,malmesbury,-33.4608,18.7271,18.56,85,81,1.48,ZA,1736469172
403,ringkobing,56.0901,8.244,-1.01,100,75,1.03,DK,1736469173
404,mournies,35.4764,24.0092,24.04,93,20,1.54,GR,1736469175
405,nizhneangarsk,55.7833,109.55,-19.02,88,59,2.1,RU,1736469176
406,huarmey,-10.0681,-78.1522,21.78,82,100,4.25,PE,1736469177
407,capula,19.7,-101.8,8.26,87,54,2.41,MX,1736469178
408,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-13.41,90,100,3.69,RU,1736469179
409,isola di capo rizzuto,38.96,17.0933,13.78,65,100,5.03,IT,1736469180
410,borba,-4.3878,-59.5939,23.83,98,100,0.48,BR,1736469181
411,bonthe,7.5264,-12.505,25.77,87,100,1.29,SL,1736469183
412,copiapo,-27.3667,-70.3333,19.7,67,0,2.09,CL,1736469181
413,dolinsk,47.35,142.8,-2.97,90,100,8.44,RU,1736469185
414,mersing,2.4312,103.8405,23.95,94,40,3.09,MY,1736469186
415,manaure,11.7751,-72.4445,26.74,76,9,6.46,CO,1736469187
416,lidzbark,53.2628,19.8266,5.97,95,100,6.7,PL,1736469188
417,antalaha,-14.9003,50.2788,23.64,91,42,2.67,MG,1736469189
418,aasiaat,68.7098,-52.8699,-21.96,99,73,2.63,GL,1736469191
419,jayapura,-2.5333,140.7,28.66,78,100,1.31,ID,1736469192
420,setubal,38.5244,-8.8882,12.94,94,9,1.95,PT,1736469193
421,santa luzia,-19.7697,-43.8514,22.65,93,75,3.6,BR,1736469194
422,holualoa,19.6228,-155.9522,25.1,76,40,3.6,US,1736468908
423,agat village,13.3886,144.6585,29.64,81,20,5.66,GU,1736469196
424,carnarvon,-24.8667,113.6333,26.96,54,46,7.47,AU,1736469198
425,chiclana de la frontera,36.4192,-6.1494,14.32,78,19,2.07,ES,1736469199
426,haiku-pauwela,20.9219,-156.3051,27.01,70,40,8.49,US,1736469200
427,bardai,11.65,7.2333,14.68,24,0,4.62,NG,1736469201
428,lillehammer,61.1146,10.4674,-10.84,92,49,2.98,NO,1736469202
429,vorgashor,67.5833,63.95,-13.62,89,100,4.37,RU,1736469203
430,port macquarie,-31.4333,152.9167,25.04,75,100,3.13,AU,1736469204
431,kapuskasing,49.4169,-82.4331,-8.0,79,100,3.6,CA,1736469206
432,hadibu,12.65,54.0333,21.94,71,0,4.57,YE,1736469207
433,motygino,58.1831,94.7592,-18.76,99,100,1.09,RU,1736469208
434,pangai,-19.8,-174.35,25.06,83,100,6.17,TO,1736469209
435,narvik,68.4384,17.4272,-9.3,76,40,2.52,NO,1736469210
436,st. john's,47.5649,-52.7093,0.08,87,100,7.2,CA,1736469044
437,huillapima,-28.7253,-65.9787,26.49,50,1,3.25,AR,1736469213
438,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.51,GF,1736469214
439,garwolin,51.8975,21.6147,7.39,91,100,4.92,PL,1736469215
440,valparaiso,-33.0393,-71.6273,18.8,77,0,4.12,CL,1736469216
441,rastede,53.25,8.2,1.12,96,99,7.52,DE,1736469217
442,lubango,-14.9172,13.4925,13.92,94,6,2.06,AO,1736469218
443,koz'modem'yansk,56.3367,46.5711,-2.81,92,100,4.16,RU,1736469219
444,taltal,-25.4,-70.4833,20.2,82,12,2.24,CL,1736469140
445,kayangel,8.0823,134.7173,29.03,73,30,8.23,PW,1736469222
446,zakamensk,50.3741,103.2863,-18.95,99,100,0.91,RU,1736469223
447,kristiansund,63.1115,7.732,-2.64,86,75,1.54,NO,1736469224
448,sechura,-5.5569,-80.8222,22.58,73,33,6.2,PE,1736469226
449,velika kladusa,45.1894,15.8117,11.81,76,100,3.15,BA,1736469227
450,annau,37.8876,58.516,-2.28,100,14,1.03,TM,1736469229
451,nagqu,31.5,92.0,-13.26,31,0,1.22,CN,1736469230
452,goondiwindi,-28.55,150.3167,27.05,56,100,6.11,AU,1736469231
453,jinchang,38.4953,102.1739,-5.79,59,100,2.7,CN,1736469232
454,geraldton,-28.7667,114.6,23.23,68,20,3.6,AU,1736469234
455,ascension,30.2169,-90.9001,6.67,80,100,0.45,US,1736469236
456,kargasok,59.0556,80.8572,-15.38,95,100,5.42,RU,1736469237
457,natal,-5.795,-35.2094,28.12,78,40,3.6,BR,1736469238
458,wajir,1.7471,40.0573,24.64,70,77,6.41,KE,1736469239
459,port isabel,26.0734,-97.2086,8.02,87,100,5.66,US,1736469241
460,island harbour,50.724,-1.2758,0.01,91,28,0.96,GB,1736469242
461,stephenville,32.2207,-98.2023,0.14,97,100,0.0,US,1736469039
462,zhigalovo,54.8097,105.1578,-16.66,98,100,0.27,RU,1736469244
463,coahuayana de hidalgo,18.7,-103.6583,24.23,78,100,1.56,MX,1736469245
464,brenham,30.1669,-96.3977,2.86,74,100,3.6,US,1736469246
465,pires do rio,-17.2997,-48.2794,19.6,97,77,1.96,BR,1736469247
466,juruti,-2.1522,-56.0922,23.73,95,74,1.31,BR,1736469249
467,pontes e lacerda,-15.2261,-59.3353,22.83,97,100,0.93,BR,1736469250
468,tamanrasset,22.785,5.5228,6.95,24,0,0.0,DZ,1736469251
469,kingston,17.997,-76.7936,26.53,74,20,3.09,JM,1736469044
470,luanda,-8.8368,13.2343,26.0,78,0,2.57,AO,1736469060
471,mytilene,39.11,26.5547,13.15,86,36,3.63,GR,1736469254
472,nuku'alofa,-21.1333,-175.2,28.19,69,75,3.6,TO,1736469255
473,juneau,58.3019,-134.4197,8.0,87,100,10.29,US,1736469257
474,wad az zaki,14.4619,32.2065,19.19,27,0,5.04,SD,1736469258
475,tvoroyri,61.5556,-6.8111,2.36,51,50,2.65,FO,1736469259
476,tanque verde,32.2517,-110.7373,10.78,33,22,3.58,US,1736469260
477,general acha,-37.377,-64.6043,20.57,57,20,11.63,AR,1736469261
478,gadzhiyevo,69.2551,33.3362,-6.73,92,100,4.84,RU,1736469262
479,chifeng,42.2683,118.9636,-12.23,45,46,2.59,CN,1736468973
480,karratha,-20.7377,116.8463,33.38,47,100,1.52,AU,1736469264
481,argostolion,38.1811,20.489,13.19,69,100,2.48,GR,1736469266
482,laminusa,5.5549,120.9136,28.71,71,92,2.18,PH,1736469267
483,saeby,57.3319,10.5225,0.67,87,99,4.5,DK,1736469269
484,saverne,48.8333,7.25,0.62,91,100,5.01,FR,1736469270
485,luganville,-15.5333,167.1667,27.38,79,62,2.92,VU,1736469271
486,mirnyy,62.5353,113.9611,-16.92,96,100,2.4,RU,1736469272
487,bakanas,44.8081,76.2772,-6.99,78,4,4.45,KZ,1736469274
488,paradip garh,20.3167,86.6167,15.85,66,0,2.82,IN,1736469275
489,nantucket,41.2835,-70.0995,-2.94,59,0,10.8,US,1736469276
490,sodankyla,67.4167,26.6,-14.75,98,100,0.61,FI,1736469143
491,narman,40.3465,41.8703,-3.71,73,0,3.65,TR,1736469279
492,dryden,49.7833,-92.7503,-6.84,93,100,3.6,CA,1736469280
493,sisimiut,66.9395,-53.6735,-14.47,77,1,5.58,GL,1736469282
494,saladas,-28.2538,-58.6259,26.76,26,94,2.48,AR,1736469283
495,ribeira brava,32.65,-17.0667,16.74,82,100,1.02,PT,1736469284
496,robore,-18.3333,-59.75,24.52,74,59,2.26,BO,1736469285
497,chapeco,-27.0964,-52.6183,20.86,83,40,2.06,BR,1736469286
498,mata-utu,-13.2816,-176.1745,27.27,85,100,14.32,WF,1736469287
499,jerantut,3.936,102.3626,24.85,81,76,1.47,MY,1736469288
500,vila velha,-20.3297,-40.2925,22.19,98,100,1.79,BR,1736469193
501,san patricio,28.017,-97.5169,5.97,89,100,7.71,US,1736469291
502,pisco,-13.7,-76.2167,21.03,78,0,8.23,PE,1736469092
503,sarangani,5.4033,125.4636,28.34,71,90,1.52,PH,1736469293
504,argo,37.6333,22.7333,10.8,81,0,1.77,GR,1736469200
505,ataq,14.5377,46.8319,14.52,63,0,1.67,YE,1736469295
506,egersund,58.4513,5.9997,-3.95,84,31,2.19,NO,1736469296
507,vuktyl,63.8567,57.3094,-10.89,91,99,4.54,RU,1736469194
508,tamiahua,21.2667,-97.45,17.62,83,100,3.18,MX,1736469299
509,port douglas,-16.4833,145.4667,29.06,62,7,2.62,AU,1736469300
510,devoto,-31.4043,-62.3063,29.43,34,95,5.66,AR,1736469301
511,savanna-la-mar,18.219,-78.1332,23.85,82,87,3.56,JM,1736469302
512,namdrik,5.5994,168.1028,27.69,77,66,9.36,MH,1736469303
513,el granada,37.5027,-122.4694,17.88,58,0,4.12,US,1736469304
514,lerwick,60.1545,-1.1494,3.56,71,99,9.26,GB,1736469305
515,barcelos,41.5388,-8.6151,13.49,95,99,2.97,PT,1736469307
516,landen,50.7538,5.08,0.47,91,19,5.73,BE,1736469308
517,arenapolis,-14.4503,-56.8461,22.03,97,100,1.8,BR,1736469309
518,igarka,67.4667,86.5833,-32.88,100,56,0.76,RU,1736469310
519,abha,18.2164,42.5053,10.14,93,0,2.06,SA,1736469311
520,markala,13.7021,-6.0659,22.66,15,100,4.74,ML,1736469312
521,san angelo,31.4638,-100.437,2.12,91,100,3.09,US,1736469149
522,hell-ville,-13.4,48.2667,26.75,78,67,2.21,MG,1736469315
523,kijang,35.2442,129.2139,-9.15,41,0,2.51,KR,1736469316
524,bandon,51.7469,-8.7425,1.77,78,100,7.19,IE,1736469317
525,aykhal,66.0,111.5,-21.45,100,100,1.03,RU,1736469318
526,chagoda,59.164,35.3285,-2.23,93,98,2.53,RU,1736469319
527,grootfontein,-19.5667,18.1167,22.65,39,97,4.59,NA,1736469320
528,zouerate,22.7187,-12.4521,14.39,15,17,4.59,MR,1736469322
529,i-n-salah,27.1935,2.4607,12.95,28,1,4.51,DZ,1736469323
530,leongatha,-38.4833,145.95,27.25,36,100,1.66,AU,1736469324
531,khonsa,27.0167,95.5667,12.04,71,0,1.93,IN,1736469325
532,mato verde,-15.3972,-42.8664,21.7,94,100,0.46,BR,1736469326
533,taoudenni,22.6783,-3.9836,15.06,19,3,5.58,ML,1736469327
534,jwaneng,-24.6004,24.7303,20.4,80,49,3.97,BW,1736469328
535,fort st. john,56.2499,-120.8529,0.94,93,100,5.14,CA,1736469329
536,corner brook,48.9667,-57.9484,1.65,99,100,2.5,CA,1736469331
537,karasburg,-28.0167,18.75,18.5,48,98,3.08,NA,1736469332
538,tuy hoa,13.0833,109.3,22.09,89,64,6.88,VN,1736469201
539,salinas,36.6777,-121.6555,17.12,63,0,1.54,US,1736469334
540,bubaque,11.2833,-15.8333,25.28,80,0,4.42,GW,1736469335
541,kabompo,-13.5927,24.2008,16.61,95,95,1.21,ZM,1736469336
542,pathein,16.7833,94.7333,18.26,77,0,2.19,MM,1736469337
543,sinabang,2.4803,96.3801,26.76,82,100,1.1,ID,1736469339
544,port moresby,-9.4431,147.1797,31.68,66,40,2.57,PG,1736469340
545,conceicao da barra,-18.5933,-39.7322,23.74,95,100,1.34,BR,1736469341
546,pearsall,28.8922,-99.095,4.27,94,100,4.38,US,1736469342
547,krasnoturansk,54.3186,91.5639,-13.09,96,100,1.29,RU,1736469344
548,ajdabiya,30.7554,20.2263,14.41,77,0,1.87,LY,1736469346
549,labytnangi,66.6572,66.4183,-13.01,96,100,3.27,RU,1736469347
550,camana,-16.6228,-72.7111,21.07,85,69,2.85,PE,1736469348
551,ad dabbah,18.05,30.95,16.52,39,1,4.5,SD,1736469349
552,doctor juan leon mallorquin,-25.4,-55.2667,24.76,42,1,0.35,PY,1736469350
553,alice springs,-23.7,133.8833,36.75,12,10,5.66,AU,1736469351
554,tomatlan,19.9333,-105.25,22.35,76,100,2.66,MX,1736469352
555,poxoreo,-15.8372,-54.3892,23.52,91,100,0.65,BR,1736469353
556,playa del ingles,27.7567,-15.5787,20.22,28,0,3.43,ES,1736469129
557,ballina,-28.8667,153.5667,24.91,68,100,2.68,AU,1736469357
558,young,-32.6833,-57.6333,24.48,22,0,2.1,UY,1736469358
559,namibe,-15.1961,12.1522,20.3,82,7,0.93,AO,1736469359
560,marataizes,-21.0433,-40.8244,22.74,94,100,4.99,BR,1736469360
561,vyazemskiy,47.5378,134.7525,-17.13,94,70,1.66,RU,1736469362
562,castillos,-34.1667,-53.8333,18.38,82,2,3.19,UY,1736469363
563,yerofey pavlovich,53.9667,121.9667,-24.43,94,5,1.38,RU,1736469364
564,kone,-21.0595,164.8658,27.4,57,95,1.95,NC,1736469365
565,kiama,-34.6833,150.8667,24.76,85,100,2.68,AU,1736469366
566,puerto penasco,31.3167,-113.5333,17.99,19,0,8.75,MX,1736469367
567,toliara,-23.35,43.6667,26.97,66,5,2.76,MG,1736469368
568,palikir - national government center,6.9248,158.1611,30.41,70,75,7.72,FM,1736469370
569,taman',45.2117,36.7161,9.18,84,0,3.24,RU,1736469371
570,merelani,-3.5618,36.979,19.57,89,5,1.76,TZ,1736469372
571,ola,59.5833,151.2833,-18.61,80,18,3.3,RU,1736469373
572,novoanninskiy,50.5287,42.6747,0.83,89,43,2.68,RU,1736469374
573,shakawe,-18.3667,21.85,21.46,74,100,2.09,BW,1736469375
574,ventspils,57.3894,21.5606,-1.04,100,100,2.57,LV,1736469376
575,mahina,-17.5065,-149.489,30.87,70,75,4.63,PF,1736469378
576,hilo,19.7297,-155.09,26.85,77,20,3.13,US,1736469379
577,kiffa,16.6166,-11.4045,21.12,17,0,5.17,MR,1736469380
578,zharkent,44.1628,80.0,-10.39,70,3,1.77,KZ,1736469381
